id,TransactID,PIN,EventID,LAID,LID,PTID,UserID,created_at,updated_at
,912,1372,4,6,,,1,,
,1524,1372,10,25,,1,1,,
,1765,1372,12,25,,1,1,,
,5011,1372,34,6,1,1,1,,
,9622,1372,40,0,1,1,1,,
,293,1373,4,,,,1,,
,915,1374,4,5,,,1,,
,448,1375,7,11,,,1,,
,578,1375,6,11,,,1,,
,914,1375,4,11,,,1,,
,294,1376,4,3,,,1,,
,449,1376,7,3,,,1,,
,579,1376,6,3,,,1,,
,580,1377,6,3,,,1,,
,916,1377,4,3,,,1,,
,450,1378,7,3,,,1,,
,581,1378,6,3,,,1,,
,791,1378,4,3,,,1,,
,1766,1378,12,25,,1,1,,
,2669,1378,14,3,14,1,1,,
,3056,1378,17,3,14,1,1,,
,3115,1378,18,3,14,1,1,,
,3328,1378,20,3,14,1,1,,
,7404,1378,29,6,,20,1,,
,762,1379,4,4,,,1,,
,451,1380,7,10,,,1,,
,582,1380,6,10,,,1,,
,795,1380,4,10,,,1,,
,2671,1380,14,3,14,1,1,,
,3058,1380,17,3,14,1,1,,
,3117,1380,18,3,14,1,1,,
,3320,1380,20,0,14,1,1,,
,769,1381,4,3,,,1,,
,1051,1381,1,3,,,1,,
,1308,1381,8,1,,1,1,,
,1684,1381,11,0,,20,1,,
,3191,1381,18,1,,1,1,,
,9628,1381,40,0,9,1,1,,
,9681,1381,44,3,,1,1,,
,14462,1381,35,3,,1,1,,
,14484,1381,36,3,9,20,1,,
,16004,1381,33,3,9,20,1,,
,16009,1381,31,1,,4,1,,
,452,1383,7,6,,,1,,
,583,1383,6,6,,,1,,
,712,1383,5,6,,,1,,
,755,1383,4,6,,,1,,
,1527,1383,10,25,,1,1,,
,1708,1383,11,0,,20,1,,
,584,1384,6,6,,,1,,
,821,1384,4,6,,,1,,
,3382,1384,20,10,17,1,1,,
,585,1385,6,8,,,1,,
,822,1385,4,8,,,1,,
,453,1386,7,10,,,1,,
,586,1386,6,10,,,1,,
,823,1386,4,10,,,1,,
,3370,1386,20,6,17,1,1,,
,824,1387,4,4,,,1,,
,956,1388,4,7,,,1,,
,3340,1388,20,7,18,1,1,,
,292,1389,4,13,,,1,,
,454,1389,7,13,,,1,,
,587,1389,6,13,,,1,,
,1264,1389,8,2,,1,1,,
,1454,1389,10,2,,1,1,,
,1718,1389,11,0,,3,1,,
,2142,1389,13,27,,20,1,,
,2509,1389,15,0,,1,1,,
,3059,1389,17,2,,1,1,,
,16013,1389,33,3,11,20,1,,
,455,1390,7,3,,,1,,
,588,1390,6,3,,,1,,
,857,1390,4,3,,,1,,
,1033,1390,1,3,,,1,,
,2135,1390,13,27,,20,1,,
,2699,1390,14,3,11,1,1,,
,2868,1390,16,0,,20,1,,
,3162,1390,18,3,11,1,1,,
,3281,1390,19,26,,20,1,,
,456,1391,7,7,,,1,,
,595,1391,6,7,,,1,,
,858,1391,4,7,,,1,,
,457,1392,7,6,,,1,,
,596,1392,6,6,,,1,,
,859,1392,4,6,,,1,,
,1538,1392,10,25,,1,1,,
,1769,1392,12,25,,1,1,,
,2128,1392,13,26,,20,1,,
,5008,1392,34,6,8,1,1,,
,171,1394,7,5,,,1,,
,487,1394,6,5,,,1,,
,846,1394,4,5,,,1,,
,172,1395,7,6,,,1,,
,488,1395,6,6,,,1,,
,778,1395,4,6,,,1,,
,1771,1395,12,25,,1,1,,
,779,1396,4,7,,,1,,
,276,1397,4,6,,,1,,
,1539,1397,10,25,,1,1,,
,278,1398,4,3,,,1,,
,489,1398,6,3,,,1,,
,321,1399,4,6,,,1,,
,2670,1399,14,3,14,1,1,,
,3114,1399,18,3,14,1,1,,
,173,1400,7,3,,,1,,
,490,1400,6,3,,,1,,
,770,1400,4,3,,,1,,
,1034,1400,1,3,,,1,,
,1252,1400,8,2,,1,1,,
,1452,1400,10,2,,1,1,,
,1685,1400,11,0,,20,1,,
,2501,1400,15,0,,1,1,,
,2680,1400,14,3,12,1,1,,
,3061,1400,17,2,,1,1,,
,3196,1400,18,2,,1,1,,
,3309,1400,20,0,12,1,1,,
,14503,1400,36,3,12,20,1,,
,491,1401,6,13,,,1,,
,750,1401,4,13,,,1,,
,771,1402,4,7,,,1,,
,2682,1402,14,3,12,1,1,,
,3001,1402,17,3,12,1,1,,
,3298,1402,20,0,12,1,1,,
,281,1403,4,12,,,1,,
,492,1405,6,6,,,1,,
,693,1405,5,6,,,1,,
,174,1407,7,6,,,1,,
,494,1407,6,6,,,1,,
,1537,1407,10,25,,1,1,,
,495,1408,6,6,,,1,,
,7407,1408,29,6,,20,1,,
,498,1409,6,6,,,1,,
,175,1410,7,6,,,1,,
,499,1410,6,6,,,1,,
,697,1410,5,6,,,1,,
,500,1411,6,6,,,1,,
,176,1412,7,6,,,1,,
,524,1412,6,6,,,1,,
,525,1413,6,6,,,1,,
,526,1414,6,6,,,1,,
,970,1414,1,6,,,1,,
,528,1416,6,6,,,1,,
,529,1417,6,6,,,1,,
,695,1417,5,6,,,1,,
,530,1418,6,6,,,1,,
,694,1418,5,6,,,1,,
,177,1419,7,8,,,1,,
,531,1419,6,8,,,1,,
,1025,1419,1,8,,,1,,
,1271,1419,8,8,,1,1,,
,1482,1419,10,8,,1,1,,
,2760,1419,14,8,,1,1,,
,3178,1419,18,8,,1,1,,
,532,1420,6,11,,,1,,
,533,1421,6,10,,,1,,
,2688,1421,14,3,17,1,1,,
,2817,1421,14,9,,1,1,,
,3225,1421,18,9,,1,1,,
,178,1422,7,13,,,1,,
,534,1422,6,13,,,1,,
,14489,1422,36,3,7,20,1,,
,535,1423,6,6,,,1,,
,198,1424,7,6,,,1,,
,536,1424,6,6,,,1,,
,1525,1424,10,25,,1,1,,
,537,1425,6,6,,,1,,
,692,1425,5,6,,,1,,
,552,1426,6,6,,,1,,
,713,1426,5,6,,,1,,
,199,1427,7,5,,,1,,
,553,1427,6,5,,,1,,
,1924,1427,13,27,,20,1,,
,3273,1427,19,27,,20,1,,
,9600,1427,40,5,,1,1,,
,9690,1427,44,5,,1,1,,
,14445,1427,35,5,,1,1,,
,200,1428,7,6,,,1,,
,554,1428,6,6,,,1,,
,201,1429,7,6,,,1,,
,555,1429,6,6,,,1,,
,1531,1429,10,25,,1,1,,
,1801,1429,12,25,,1,1,,
,3471,1429,20,6,19,1,1,,
,5014,1429,34,6,19,1,1,,
,202,1430,7,6,,,1,,
,556,1430,6,6,,,1,,
,5013,1430,34,6,19,1,1,,
,203,1431,7,10,,,1,,
,557,1431,6,10,,,1,,
,1927,1431,13,27,,20,1,,
,558,1432,6,7,,,1,,
,559,1433,6,8,,,1,,
,560,1434,6,3,,,1,,
,351,1435,3,8,,,1,,
,561,1435,6,8,,,1,,
,42,1438,7,5,,,1,,
,97,1438,6,5,,,1,,
,876,1438,4,5,,,1,,
,43,1439,7,6,,,1,,
,98,1439,6,6,,,1,,
,1521,1439,10,25,,1,1,,
,5005,1439,34,6,8,1,1,,
,44,1440,7,3,,,1,,
,99,1440,6,3,,,1,,
,741,1440,5,3,,,1,,
,1023,1440,1,3,,,1,,
,1265,1440,8,2,,1,1,,
,1455,1440,10,2,,1,1,,
,2505,1440,15,0,,1,1,,
,2721,1440,14,3,19,1,1,,
,3060,1440,17,2,,1,1,,
,3132,1440,18,2,,1,1,,
,3283,1440,19,26,,20,1,,
,14422,1440,29,2,,4,1,,
,14423,1440,31,2,,4,1,,
,14442,1440,32,2,,4,1,,
,14444,1440,35,2,,1,1,,
,14487,1440,36,3,19,20,1,,
,100,1441,6,3,,,1,,
,2719,1441,14,3,19,1,1,,
,3048,1441,17,3,19,1,1,,
,3129,1441,18,3,19,1,1,,
,14488,1441,36,3,19,20,1,,
,45,1442,7,4,,,1,,
,179,1442,6,4,,,1,,
,3470,1442,20,11,19,1,1,,
,180,1443,6,11,,,1,,
,46,1445,7,9,,,1,,
,181,1445,6,9,,,1,,
,47,1446,7,13,,,1,,
,182,1446,6,13,,,1,,
,48,1447,7,11,,,1,,
,183,1447,6,11,,,1,,
,49,1448,7,4,,,1,,
,184,1448,6,4,,,1,,
,185,1449,6,10,,,1,,
,2737,1449,14,3,4,1,1,,
,3016,1449,17,3,4,1,1,,
,3110,1449,18,3,4,1,1,,
,50,1450,7,4,,,1,,
,186,1450,6,4,,,1,,
,1637,1450,11,0,,20,1,,
,51,1451,7,7,,,1,,
,187,1451,6,7,,,1,,
,188,1453,6,6,,,1,,
,710,1453,5,6,,,1,,
,3303,1453,20,9,12,1,1,,
,10402,1453,29,28,,20,1,,
,189,1454,6,10,,,1,,
,190,1455,6,3,,,1,,
,3356,1455,20,3,9,1,1,,
,194,1459,6,3,,,1,,
,53,1460,7,8,,,1,,
,54,1461,7,1,,,1,,
,55,1462,7,8,,,1,,
,56,1463,7,6,,,1,,
,58,1465,7,13,,,1,,
,3057,1465,17,3,,9,1,,
,3315,1465,20,3,14,9,1,,
,10407,1465,29,28,,20,1,,
,59,1467,7,5,,,1,,
,60,1468,7,5,,,1,,
,61,1469,7,6,,,1,,
,705,1469,5,6,,,1,,
,205,1471,7,6,,,1,,
,206,1472,7,13,,,1,,
,714,1473,5,7,,,1,,
,708,1474,5,6,,,1,,
,716,1475,5,3,,,1,,
,1366,1475,8,2,,13,1,,
,1461,1475,10,2,,1,1,,
,711,1476,5,6,,,1,,
,14443,1476,32,2,,20,1,,
,715,1477,5,5,,,1,,
,350,1478,3,8,,,1,,
,1298,1478,8,8,,1,1,,
,1484,1478,10,8,,1,1,,
,353,1479,3,2,,,1,,
,702,1480,5,6,,,1,,
,1233,2513,8,1,,1,1,,
,1546,2513,10,1,,1,1,,
,1661,2513,11,0,,20,1,,
,1234,2514,8,1,,1,1,,
,1556,2514,10,1,,1,1,,
,1235,2515,8,1,,7,1,,
,1565,2515,10,1,,7,1,,
,1236,2516,8,6,,1,1,,
,1431,2516,10,6,,1,1,,
,1237,2517,8,6,,1,1,,
,1432,2517,10,6,,1,1,,
,1239,2518,8,6,,12,1,,
,1434,2518,10,6,,12,1,,
,1240,2519,8,6,,1,1,,
,1435,2519,10,6,,1,1,,
,1241,2520,8,6,,1,1,,
,1436,2520,10,6,,1,1,,
,1242,2521,8,2,,1,1,,
,1448,2521,10,2,,1,1,,
,2166,2521,13,26,,20,1,,
,3289,2521,19,26,,20,1,,
,14424,2521,29,2,,4,1,,
,14425,2521,31,2,,4,1,,
,14439,2521,32,2,,4,1,,
,14478,2521,36,3,3,20,1,,
,1244,2522,8,2,,1,1,,
,1450,2522,10,2,,1,1,,
,1608,2522,11,0,,20,1,,
,14426,2522,32,2,,20,1,,
,1246,2523,8,4,,1,1,,
,1547,2523,10,4,,1,1,,
,1250,2524,8,9,,1,1,,
,1551,2524,10,9,,1,1,,
,1800,2524,12,9,,1,1,,
,2816,2524,14,9,,1,1,,
,3267,2524,18,9,,1,1,,
,11417,2524,31,9,,3,1,,
,1251,2525,8,2,,1,1,,
,1451,2525,10,2,,1,1,,
,1770,2525,12,2,,1,1,,
,1253,2526,8,2,,1,1,,
,1453,2526,10,2,,1,1,,
,1254,2527,8,9,,1,1,,
,1554,2527,10,9,,1,1,,
,2762,2527,14,9,,1,1,,
,3226,2527,18,9,,1,1,,
,11416,2527,31,9,,3,1,,
,1257,2528,8,9,,1,1,,
,1260,2529,8,18,,1,1,,
,1583,2529,10,18,,1,1,,
,1263,2530,8,6,,1,1,,
,1437,2530,10,6,,1,1,,
,3210,2530,18,6,,1,1,,
,7413,2530,29,6,,3,1,,
,7421,2530,31,6,,3,1,,
,7427,2530,32,6,,3,1,,
,1266,2531,8,2,,1,1,,
,1456,2531,10,2,,1,1,,
,1781,2531,12,2,,1,1,,
,1267,2532,8,2,,1,1,,
,1457,2532,10,2,,1,1,,
,1782,2532,12,2,,1,1,,
,2503,2532,15,0,,1,1,,
,1272,2533,8,4,,1,1,,
,1470,2533,10,4,,1,1,,
,1273,2534,8,4,,1,1,,
,1472,2534,10,4,,1,1,,
,1274,2535,8,7,,1,1,,
,1507,2535,10,7,,1,1,,
,2746,2535,14,7,,1,1,,
,1275,2536,8,18,,1,1,,
,1584,2536,10,18,,1,1,,
,1277,2537,8,16,,1,1,,
,1585,2537,10,16,,1,1,,
,1278,2538,8,19,,1,1,,
,1586,2538,10,19,,1,1,,
,1279,2539,8,20,,1,1,,
,1587,2539,10,20,,1,1,,
,1280,2540,8,6,,1,1,,
,1438,2540,10,6,,1,1,,
,3206,2540,18,6,,1,1,,
,7412,2540,29,6,,3,1,,
,1281,2541,8,6,,1,1,,
,1282,2542,8,6,,1,1,,
,1439,2542,10,6,,1,1,,
,1283,2543,8,10,,14,1,,
,1573,2543,10,10,,14,1,,
,1284,2544,8,4,,1,1,,
,1478,2544,10,4,,1,1,,
,2204,2544,13,27,,20,1,,
,2938,2544,16,0,,20,1,,
,3295,2544,19,26,,20,1,,
,9673,2544,44,4,,1,1,,
,14452,2544,35,4,,1,1,,
,1285,2545,8,7,,1,1,,
,1286,2546,8,7,,1,1,,
,1287,2547,8,7,,1,1,,
,1288,2548,8,4,,1,1,,
,1467,2548,10,4,,1,1,,
,1289,2549,8,5,,1,1,,
,1497,2549,10,5,,1,1,,
,1290,2550,8,7,,1,1,,
,1511,2550,10,7,,1,1,,
,2751,2550,14,7,,1,1,,
,9636,2550,40,7,,1,1,,
,1294,2551,8,21,,1,1,,
,1588,2551,10,21,,1,1,,
,1295,2552,8,7,,1,1,,
,1512,2552,10,7,,1,1,,
,2747,2552,14,7,,1,1,,
,3197,2552,18,7,,1,1,,
,1297,2553,8,18,,12,1,,
,1589,2553,10,18,,12,1,,
,1361,2554,8,5,,1,1,,
,1496,2554,10,5,,1,1,,
,2755,2554,14,5,,1,1,,
,3153,2554,18,5,,1,1,,
,14467,2554,35,5,,1,1,,
,1301,2555,8,5,,1,1,,
,1499,2555,10,5,,1,1,,
,4502,2555,32,5,,4,1,,
,1302,2556,8,4,,1,1,,
,1471,2556,10,4,,1,1,,
,1303,2557,8,4,,1,1,,
,1466,2557,10,4,,1,1,,
,1310,2558,8,1,,1,1,,
,1558,2558,10,1,,1,1,,
,1311,2559,8,1,,1,1,,
,1561,2559,10,1,,1,1,,
,3240,2559,18,1,,1,1,,
,1313,2560,8,5,,1,1,,
,1495,2560,10,5,,1,1,,
,2753,2560,14,5,,1,1,,
,3154,2560,18,5,,1,1,,
,1314,2561,8,5,,1,1,,
,1494,2561,10,5,,1,1,,
,1740,2561,11,0,,3,1,,
,1315,2562,8,5,,1,1,,
,1498,2562,10,5,,1,1,,
,1756,2562,11,0,,3,1,,
,1316,2563,8,5,,1,1,,
,1500,2563,10,5,,1,1,,
,9688,2563,44,5,,1,1,,
,14449,2563,35,6,,1,1,,
,1317,2564,8,5,,1,1,,
,1501,2564,10,5,,1,1,,
,1318,2565,8,5,,1,1,,
,1319,2566,8,21,,1,1,,
,1590,2566,10,21,,1,1,,
,1320,2567,8,21,,1,1,,
,1591,2567,10,21,,1,1,,
,1322,2568,8,10,,1,1,,
,1574,2568,10,10,,1,1,,
,1324,2569,8,10,,1,1,,
,1576,2569,10,10,,1,1,,
,2801,2569,14,10,,1,1,,
,3187,2569,18,10,,1,1,,
,1325,2570,8,10,,1,1,,
,1577,2570,10,10,,1,1,,
,2794,2570,14,10,,1,1,,
,1326,2571,8,18,,1,1,,
,1592,2571,10,18,,1,1,,
,1327,2572,8,17,,1,1,,
,1328,2573,8,9,,1,1,,
,1329,2574,8,9,,1,1,,
,1330,2575,8,9,,9,1,,
,1555,2575,10,9,,9,1,,
,1333,2576,8,21,,1,1,,
,1593,2576,10,21,,1,1,,
,1334,2577,8,21,,12,1,,
,1594,2577,10,21,,12,1,,
,1337,2578,8,5,,1,1,,
,4401,2578,29,5,,20,1,,
,1338,2579,8,5,,1,1,,
,1339,2580,8,4,,5,1,,
,1426,2580,10,4,,5,1,,
,1716,2580,11,0,,3,1,,
,3496,2580,38,0,,3,1,,
,1390,2581,8,22,,10,1,,
,1427,2581,10,22,,10,1,,
,9598,2581,29,21,,5,1,,
,1346,2582,8,4,,1,1,,
,1477,2582,10,4,,1,1,,
,1348,2583,8,21,,1,1,,
,1595,2583,10,21,,1,1,,
,1349,2584,8,17,,1,1,,
,1596,2584,10,17,,1,1,,
,1352,2585,8,7,,1,1,,
,1355,2586,8,7,,1,1,,
,1508,2586,10,7,,1,1,,
,2828,2586,16,0,,20,1,,
,3346,2586,20,13,9,1,1,,
,1356,2587,8,1,,14,1,,
,1559,2587,10,1,,14,1,,
,1360,2588,8,1,,1,1,,
,1545,2588,10,1,,1,1,,
,1362,2589,8,5,,1,1,,
,1627,2589,11,0,,20,1,,
,1365,2590,8,2,,12,1,,
,1460,2590,10,2,,12,1,,
,1367,2591,8,2,,14,1,,
,1462,2591,10,2,,14,1,,
,1368,2592,8,6,,5,1,,
,1428,2592,10,6,,5,1,,
,3234,2592,18,6,,5,1,,
,5019,2592,34,6,23,5,1,,
,7417,2592,31,6,,5,1,,
,7423,2592,32,6,,5,1,,
,7499,2592,29,6,,5,1,,
,9685,2592,44,6,,14,1,,
,14459,2592,35,6,,5,1,,
,1369,2593,8,11,,12,1,,
,1372,2594,8,11,,7,1,,
,1373,2595,8,10,,13,1,,
,1581,2595,10,10,,13,1,,
,1375,2596,8,6,,9,1,,
,1441,2596,10,6,,9,1,,
,1380,2597,8,21,,12,1,,
,1597,2597,10,21,,12,1,,
,1381,2598,8,21,,12,1,,
,1598,2598,10,21,,12,1,,
,1384,2599,8,1,,1,1,,
,1386,2600,8,1,,13,1,,
,1566,2600,10,1,,13,1,,
,1387,2601,8,8,,14,1,,
,1490,2601,10,8,,14,1,,
,1388,2602,8,8,,14,1,,
,1489,2602,10,8,,14,1,,
,1391,2603,8,6,,1,1,,
,1443,2603,10,6,,1,1,,
,1392,2604,8,6,,1,1,,
,1444,2604,10,6,,1,1,,
,1393,2605,8,6,,1,1,,
,1445,2605,10,6,,1,1,,
,1394,2606,8,6,,8,1,,
,1446,2606,10,6,,8,1,,
,9679,2606,44,1,,8,1,,
,9680,2606,44,5,,8,1,,
,14455,2606,35,12,,27,1,,
,1395,2607,8,6,,13,1,,
,1447,2607,10,6,,13,1,,
,1396,2608,8,8,,8,1,,
,1491,2608,10,8,,8,1,,
,1397,2609,8,21,,8,1,,
,1599,2609,10,21,,8,1,,
,1399,2610,8,5,,8,1,,
,1400,2611,8,21,,8,1,,
,1600,2611,10,21,,8,1,,
,1401,2612,8,24,,18,1,,
,1429,2612,10,24,,18,1,,
,3497,2612,38,0,,18,1,,
,1402,2613,8,24,,18,1,,
,1430,2613,10,24,,18,1,,
,1799,2613,12,24,,18,1,,
,1404,2614,10,11,,1,1,,
,1775,2614,12,11,,1,1,,
,3028,2614,17,11,,1,1,,
,3172,2614,18,11,,1,1,,
,1405,2615,10,11,,1,1,,
,1777,2615,12,11,,1,1,,
,3034,2615,17,11,,1,1,,
,3174,2615,18,11,,1,1,,
,1406,2616,10,11,,1,1,,
,3032,2616,17,11,,1,1,,
,1407,2617,10,11,,1,1,,
,3036,2617,17,11,,1,1,,
,1408,2618,10,11,,19,1,,
,1776,2618,12,11,,1,1,,
,3035,2618,17,11,,1,1,,
,3173,2618,18,11,,1,1,,
,1409,2619,10,11,,9,1,,
,1464,2620,10,4,,9,1,,
,1479,2621,10,2,,8,1,,
,1481,2622,10,8,,9,1,,
,3038,2622,17,8,,9,1,,
,1493,2623,10,5,,1,1,,
,1502,2624,10,5,,8,1,,
,1516,2625,10,7,,8,1,,
,2748,2625,14,7,,8,1,,
,3151,2625,18,7,,26,1,,
,9686,2625,44,6,,8,1,,
,1518,2626,10,25,,7,1,,
,1522,2627,10,25,,12,1,,
,1682,2627,11,0,,20,1,,
,1526,2628,10,25,,7,1,,
,1625,2628,11,0,,20,1,,
,1528,2629,10,25,,14,1,,
,1610,2629,11,0,,20,1,,
,1530,2630,10,25,,1,1,,
,1532,2631,10,25,,7,1,,
,1533,2632,10,25,,7,1,,
,1534,2633,10,25,,7,1,,
,1541,2634,10,9,,8,1,,
,1542,2635,10,9,,7,1,,
,1543,2636,10,9,,1,1,,
,1785,2636,12,9,,13,1,,
,2813,2636,14,9,,1,1,,
,11438,2636,31,9,,3,1,,
,1567,2637,10,1,,9,1,,
,1568,2638,10,1,,0,1,,
,1569,2639,10,1,,7,1,,
,2666,2639,14,1,,1,1,,
,1601,2640,10,4,,7,1,,
,1602,2641,10,25,,12,1,,
,1616,2641,11,0,,20,1,,
,7406,2641,29,6,,20,1,,
,1603,2642,11,0,,20,1,,
,1604,2643,11,0,,20,1,,
,1605,2644,11,0,,20,1,,
,1606,2645,11,0,,20,1,,
,1609,2647,11,0,,20,1,,
,1611,2648,11,0,,20,1,,
,3482,2648,37,1,,20,1,,
,1613,2649,11,0,,20,1,,
,2502,2649,15,0,,1,1,,
,2665,2649,14,1,,1,1,,
,9624,2649,40,0,8,1,1,,
,1614,2650,11,0,,20,1,,
,1615,2651,11,0,,20,1,,
,1618,2652,11,0,,20,1,,
,1619,2653,11,0,,20,1,,
,1620,2654,11,0,,20,1,,
,1621,2655,11,0,,20,1,,
,2664,2655,14,1,,1,1,,
,1623,2656,11,0,,3,1,,
,1624,2657,11,0,,3,1,,
,1626,2658,11,0,,20,1,,
,3483,2658,37,0,,20,1,,
,9638,2658,41,0,,20,1,,
,1628,2659,11,0,,20,1,,
,1629,2660,11,0,,20,1,,
,1630,2661,11,0,,20,1,,
,1631,2662,11,0,,20,1,,
,1632,2663,11,0,,20,1,,
,1633,2664,11,0,,20,1,,
,1634,2665,11,0,,20,1,,
,1636,2666,11,0,,20,1,,
,1638,2667,11,0,,20,1,,
,1639,2668,11,0,,20,1,,
,1640,2669,11,0,,20,1,,
,1641,2670,11,0,,20,1,,
,1642,2671,11,0,,3,1,,
,2849,2671,16,0,,3,1,,
,1643,2672,11,0,,20,1,,
,1644,2673,11,0,,20,1,,
,1645,2674,11,0,,20,1,,
,1646,2675,11,0,,20,1,,
,9614,2675,40,0,10,1,1,,
,14507,2675,36,3,10,20,1,,
,1647,2676,11,0,,20,1,,
,3378,2676,20,3,17,1,1,,
,1648,2677,11,0,,20,1,,
,3480,2677,37,0,,20,1,,
,1649,2678,11,0,,20,1,,
,1772,2678,12,25,,14,1,,
,1650,2679,11,0,,20,1,,
,9648,2679,41,0,,20,1,,
,14509,2679,39,0,,1,1,,
,1651,2680,11,0,,20,1,,
,1652,2681,11,0,,20,1,,
,14516,2681,39,0,,1,1,,
,1653,2682,11,0,,20,1,,
,1654,2683,11,0,,20,1,,
,1655,2684,11,0,,20,1,,
,1658,2685,11,0,,20,1,,
,14432,2685,32,2,,20,1,,
,1659,2686,11,0,,20,1,,
,3484,2686,37,0,,20,1,,
,9644,2686,41,0,,20,1,,
,9650,2686,43,0,,20,1,,
,9696,2686,45,0,,20,1,,
,1662,2687,11,0,,20,1,,
,1663,2688,11,0,,20,1,,
,14427,2688,32,2,,20,1,,
,1664,2689,11,0,,20,1,,
,1665,2690,11,0,,20,1,,
,1666,2691,11,0,,20,1,,
,1668,2692,11,0,,20,1,,
,1670,2693,11,0,,20,1,,
,14406,2693,29,2,,20,1,,
,1671,2694,11,0,,20,1,,
,1673,2695,11,0,,20,1,,
,3486,2695,37,2,,20,1,,
,9645,2695,41,0,,20,1,,
,1674,2696,11,0,,20,1,,
,1675,2697,11,0,,20,1,,
,1904,2697,13,0,,0,1,,
,3294,2697,19,26,,20,1,,
,1676,2698,11,0,,20,1,,
,1677,2699,11,0,,20,1,,
,1678,2700,11,0,,20,1,,
,1679,2701,11,0,,20,1,,
,1680,2702,11,0,,20,1,,
,1681,2703,11,0,,20,1,,
,1686,2704,11,0,,20,1,,
,1687,2705,11,0,,20,1,,
,1688,2706,11,0,,20,1,,
,1689,2707,11,0,,20,1,,
,1690,2708,11,0,,20,1,,
,1692,2709,11,0,,20,1,,
,1693,2710,11,0,,20,1,,
,1694,2711,11,0,,20,1,,
,1901,2711,13,26,,20,1,,
,1695,2712,11,0,,20,1,,
,1696,2713,11,0,,20,1,,
,1903,2713,13,27,,20,1,,
,1698,2714,11,0,,20,1,,
,1699,2715,11,0,,20,1,,
,9637,2715,41,0,,20,1,,
,1701,2716,11,0,,20,1,,
,1702,2717,11,0,,20,1,,
,1703,2718,11,0,,20,1,,
,1704,2719,11,0,,20,1,,
,1705,2720,11,0,,20,1,,
,1706,2721,11,0,,20,1,,
,1707,2722,11,0,,20,1,,
,1710,2723,11,0,,20,1,,
,1711,2724,11,0,,20,1,,
,1712,2725,11,0,,20,1,,
,1717,2727,11,0,,3,1,,
,1726,2728,11,0,,10,1,,
,14517,2728,39,0,,5,1,,
,1727,2729,11,0,,10,1,,
,14518,2729,39,0,,3,1,,
,1728,2730,11,0,,8,1,,
,1731,2731,11,0,,22,1,,
,1732,2732,11,0,,22,1,,
,1733,2733,11,0,,22,1,,
,1734,2734,11,0,,22,1,,
,1735,2735,11,0,,22,1,,
,1736,2736,11,0,,8,1,,
,1737,2737,11,0,,10,1,,
,1798,2737,12,12,,10,1,,
,1738,2738,11,0,,20,1,,
,2132,2738,13,26,,20,1,,
,2700,2738,14,3,11,1,1,,
,3256,2738,18,3,11,1,1,,
,1741,2739,11,0,,20,1,,
,1742,2740,11,0,,20,1,,
,1743,2741,11,0,,20,1,,
,1745,2742,11,0,,20,1,,
,1746,2743,11,0,,20,1,,
,1747,2744,11,0,,20,1,,
,1748,2745,11,0,,20,1,,
,1749,2746,11,0,,20,1,,
,1750,2747,11,0,,20,1,,
,1751,2748,11,0,,20,1,,
,1752,2749,11,0,,20,1,,
,1754,2750,11,0,,20,1,,
,2714,2750,14,3,7,1,1,,
,1755,2751,11,0,,20,1,,
,3481,2751,37,0,,20,1,,
,1757,2752,11,0,,20,1,,
,1760,2753,12,25,,1,1,,
,2726,2753,14,3,18,1,1,,
,3200,2753,18,3,18,1,1,,
,3338,2753,20,0,18,1,1,,
,1804,2754,12,8,,8,1,,
,2766,2754,14,8,,8,1,,
,3052,2754,17,8,,8,1,,
,3177,2754,18,8,,8,1,,
,1902,2801,13,27,,20,1,,
,1905,2802,13,27,,20,1,,
,1906,2803,13,27,,20,1,,
,1907,2804,13,27,,20,1,,
,1908,2805,13,26,,20,1,,
,1909,2806,13,26,,20,1,,
,1910,2807,13,26,,20,1,,
,14429,2807,32,2,,20,1,,
,1911,2808,13,27,,20,1,,
,1912,2809,13,27,,20,1,,
,1913,2810,13,27,,20,1,,
,1914,2811,13,27,,20,1,,
,1915,2812,13,27,,20,1,,
,3286,2812,19,27,,20,1,,
,1917,2813,13,27,,20,1,,
,1918,2814,13,27,,20,1,,
,1919,2815,13,27,,20,1,,
,1920,2816,13,27,,20,1,,
,3463,2816,20,7,20,1,1,,
,1921,2817,13,26,,20,1,,
,3284,2817,19,26,,20,1,,
,1922,2818,13,27,,20,1,,
,1923,2819,13,27,,20,1,,
,1926,2820,13,27,,20,1,,
,1928,2821,13,26,,20,1,,
,1929,2822,13,27,,20,1,,
,1930,2823,13,27,,20,1,,
,3465,2823,20,3,19,1,1,,
,1931,2824,13,27,,20,1,,
,1932,2825,13,27,,20,1,,
,1933,2826,13,27,,20,1,,
,9654,2826,43,0,,20,1,,
,1934,2827,13,27,,20,1,,
,1935,2828,13,27,,20,1,,
,1936,2829,13,27,,20,1,,
,1937,2830,13,27,,20,1,,
,1938,2831,13,27,,20,1,,
,1939,2832,13,26,,20,1,,
,1940,2833,13,26,,20,1,,
,1941,2834,13,27,,20,1,,
,1942,2835,13,27,,20,1,,
,1944,2836,13,27,,20,1,,
,1945,2837,13,26,,20,1,,
,1946,2838,13,27,,20,1,,
,1947,2839,13,27,,20,1,,
,1948,2840,13,27,,20,1,,
,1949,2841,13,27,,20,1,,
,1950,2842,13,26,,20,1,,
,1951,2843,7,27,,20,1,,
